ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,exchange_rate_unofficial,wage_non_qualified_labour_non_agricultural,wage_qualified_labour,o_exchange_rate_unofficial,h_exchange_rate_unofficial,l_exchange_rate_unofficial,c_exchange_rate_unofficial,inflation_exchange_rate_unofficial,trust_exchange_rate_unofficial,o_wage_non_qualified_labour_non_agricultural,h_wage_non_qualified_labour_non_agricultural,l_wage_non_qualified_labour_non_agricultural,c_wage_non_qualified_labour_non_agricultural,inflation_wage_non_qualified_labour_non_agricultural,trust_wage_non_qualified_labour_non_agricultural,o_wage_qualified_labour,h_wage_qualified_labour,l_wage_qualified_labour,c_wage_qualified_labour,inflation_wage_qualified_labour,trust_wage_qualified_labour
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2017,2017,3,AFN,67.88,350,700,67.52,67.98,67.07,67.88,-0.98,10,350.04,351.2,348.88,350,21.74,9.9,700.12,703.17,697.06,700,16.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2017,2017,4,AFN,67.53,350,700,68.06,68.49,67.53,67.53,-1.37,10,349.95,351.1,348.8,350,16.67,9.9,699.97,702.82,697.13,700,16.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2017,2017,5,AFN,68,350,700,67.42,68,66.98,68,-1.25,10,350,351.15,348.86,350,12,9.9,699.98,702.68,697.28,700,7.69,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2017,2017,6,AFN,68.15,350,700,68.15,68.63,67.68,68.15,-1.3,10,350,351.15,348.86,350,0,9.9,699.98,702.6,697.37,700,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2017,2017,7,AFN,68.25,350,700,68.2,68.66,67.75,68.25,-0.8,10,350.02,351.16,348.87,350,0,9.9,700.06,702.62,697.5,700,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2017,2017,8,AFN,68.62,337.5,687.5,68.28,68.71,67.86,68.62,1.98,10,349.98,351.12,337.5,337.5,-3.57,9.9,699.99,702.51,687.5,687.5,-1.79,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2017,2017,9,AFN,68.5,300,650,68.74,69.15,68.32,68.5,2.85,10,335.89,341.3,300,300,-14.29,9.9,683.83,687.4,650,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2017,2017,10,AFN,68.28,312.5,650,68.47,68.86,68.07,68.28,3.58,10,298.31,312.5,285.14,312.5,-10.71,9.9,639.38,650,632.01,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2017,2017,11,AFN,68.6,350,650,68.21,68.6,67.82,68.6,3,10,321.54,350,311.55,350,0,9.9,649.98,656.29,643.66,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2017,2017,12,AFN,69.41,300,650,68.7,69.41,68.3,69.41,3.94,10,351.96,365,319.58,319.58,-8.69,9.9,649.99,655.11,644.88,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2018,2018,1,AFN,69.4,300,650,69.68,70.16,69.2,69.4,3.85,10,308.34,322.92,293.76,300,-14.29,9.9,649.96,654.19,645.72,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2018,2018,2,AFN,69.05,300,650,69.41,69.89,68.92,69.05,2.52,10,303.05,311.36,294.75,300,-14.29,9.9,650.03,653.63,646.44,650,-7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2018,2018,3,AFN,69.17,325,675,68.94,69.41,68.46,69.17,1.9,10,304.37,325,299.52,325,-7.14,9.9,649.88,675,646.73,675,-3.57,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2018,2018,4,AFN,69.97,350,737.5,69.21,69.97,68.76,69.97,3.61,10,328.89,350,318.61,350,0,9.9,682.77,737.5,676.53,737.5,5.36,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2018,2018,5,AFN,71.22,337.5,750,70.24,71.22,69.73,71.22,4.74,10,347.06,358.8,335.32,337.5,-3.57,9.9,757.48,770.95,744.01,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2018,2018,6,AFN,71.74,300,750,71.64,72.26,71.03,71.74,5.27,10,329.76,337.24,300,300,-14.29,9.9,753.79,764.68,742.89,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2018,2018,7,AFN,72.17,300,750,71.92,72.53,71.32,72.17,5.74,10,298.04,309.17,286.92,300,-14.29,9.9,749.96,758.63,741.29,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2018,2018,8,AFN,72.91,300,750,72.32,72.91,71.76,72.91,6.26,10,306.98,313.2,300,300,-11.11,9.9,749.92,756.86,742.97,750,9.09,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2018,2018,9,AFN,74.97,300,750,73.16,74.97,72.62,74.97,9.45,10,300.36,305.03,295.69,300,0,9.9,750,755.66,744.35,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2018,2018,10,AFN,75.74,300,750,75.67,76.51,74.83,75.74,10.93,10,299.99,302.69,297.29,300,-4,9.9,749.8,754.5,745.1,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2018,2018,11,AFN,75.8,300,750,76.02,76.87,75.16,75.8,10.5,10,300.07,301.77,298.38,300,-14.29,9.9,750.12,754.14,746.1,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2018,2018,12,AFN,75.8,300,750,75.83,76.59,75.06,75.8,9.21,10,299.94,301.19,298.7,300,-6.13,9.9,749.82,753.37,746.28,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2019,2019,1,AFN,75.28,300,750,75.8,76.43,75.17,75.28,8.47,10,300.04,301.11,298.97,300,0,9.9,749.97,753.19,746.74,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2019,2019,2,AFN,74.72,300,750,75.11,75.65,74.58,74.72,8.21,10,300,301.01,298.99,300,0,9.9,749.87,752.88,746.86,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2019,2019,3,AFN,75.2,300,750,74.53,75.2,74.06,75.2,8.72,10,300.02,301.01,299.03,300,-7.69,9.9,749.94,752.81,747.07,750,11.11,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2019,2019,4,AFN,77.17,300,750,75.35,77.17,74.87,77.17,10.29,10,300.06,301.05,299.07,300,-14.29,9.9,750.18,752.97,747.38,750,1.69,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2019,2019,5,AFN,79.45,300,750,77.84,79.45,77.01,79.45,11.56,10,299.94,300.93,298.96,300,-11.11,9.9,750.01,752.75,747.27,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2019,2019,6,AFN,80.4,300,750,80.24,81.3,79.18,80.4,12.07,10,299.98,300.96,298.99,300,0,9.9,749.86,752.56,747.15,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2019,2019,7,AFN,79.9,300,750,80.74,81.76,79.71,79.9,10.71,10,300.01,300.99,299.02,300,0,9.9,749.85,752.54,747.17,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2019,2019,8,AFN,78.25,300,750,79.75,80.67,78.25,78.25,7.32,10,300.05,301.04,299.07,300,0,9.9,750.02,752.7,747.35,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2019,2019,9,AFN,78.24,300,750,77.72,78.63,76.81,78.24,4.36,10,299.99,300.97,299.01,300,0,9.9,750.01,752.67,747.34,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2019,2019,10,AFN,78.24,300,750,78.22,79.05,77.39,78.24,3.3,10,300,300.98,299.01,300,0,9.9,749.95,752.61,747.29,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2019,2019,11,AFN,78.38,300,750,78.24,78.93,77.54,78.38,3.4,10,299.99,300.98,299.01,300,0,9.9,749.92,752.58,747.26,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2019,2019,12,AFN,78.25,300,750,78.43,78.98,77.87,78.25,3.23,10,300,300.99,299.02,300,0,9.9,749.84,752.5,747.18,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2020,2020,1,AFN,76.9,300,750,78.21,78.66,76.9,76.9,2.15,10,300.03,301.01,299.04,300,0,9.9,749.91,752.56,747.25,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2020,2020,2,AFN,75.67,300,750,76.47,77.06,75.75,75.75,1.39,10,300.05,301.03,299.07,300,0,9.9,750.07,752.73,747.42,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2020,2020,3,AFN,76.37,300,750,75.37,76.37,74.72,76.37,1.56,10,299.96,300.95,298.98,300,0,9.9,749.95,752.61,747.3,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2020,2020,4,AFN,76,250,650,76.56,77.28,75.84,76,-1.52,10,299.99,300.98,282.93,282.93,-5.69,9.9,749.85,752.51,650,650,-13.33,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2020,2020,5,AFN,76.75,254.25,687.5,75.89,76.75,75.19,76.75,-3.4,10,280.83,287.96,254.25,254.25,-15.25,9.9,631.51,687.5,618.31,687.5,-8.33,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2020,2020,6,AFN,77.23,269.2,711.67,76.99,77.7,76.29,77.23,-3.94,10,254.06,269.2,242.96,269.2,-10.27,9.9,699.38,715.99,682.77,711.67,-5.11,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2020,2020,7,AFN,77,300,700,77.4,78.04,76.76,77,-3.63,10,277.6,300,268.02,300,0,9.9,719.15,732.87,700,700,-6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2020,2020,8,AFN,77,300,700,76.93,77.5,76.36,77,-1.6,10,300.52,311.74,289.31,300,0,9.9,696.57,707.9,685.24,700,-6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2020,2020,9,AFN,77,300,700,77,77.49,76.51,77,-1.58,10,292.88,300,286.66,300,0,9.9,700.07,709.04,691.09,700,-6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2020,2020,10,AFN,77,350,750,77,77.43,76.57,77,-1.58,10,299.62,350,294.94,350,16.67,9.9,699.95,750,692.8,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2020,2020,11,AFN,77,350,750,77.01,77.4,76.61,77,-1.76,10,354.82,371.22,338.42,350,16.67,9.9,766.04,778.92,750,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2020,2020,12,AFN,77,350,750,77,77.38,76.62,77,-1.6,10,341.89,351.19,332.58,350,16.67,9.9,749.96,760.67,739.25,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2021,2021,1,AFN,77,350,750,76.99,77.38,76.61,77,0.13,10,349.58,355.84,343.33,350,16.67,9.9,749.87,758.36,741.38,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2021,2021,2,AFN,77,350,750,77,77.39,76.61,77,1.64,10,350.02,353.59,346.46,350,16.67,9.9,749.97,756.78,743.16,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2021,2021,3,AFN,77,350,750,77,77.39,76.61,77,0.82,10,350.01,352.19,347.83,350,16.67,9.9,750.02,755.57,744.47,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2021,2021,4,AFN,77,350,750,77.01,77.41,76.61,77,1.32,10,350.04,351.58,348.5,350,23.7,9.9,750.2,754.83,745.58,750,15.38,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2021,2021,5,AFN,77.71,350,750,77,77.71,76.6,77.71,1.25,10,349.93,351.2,348.65,350,37.66,9.9,750.01,753.98,746.05,750,9.09,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2021,2021,6,AFN,78.52,350,750,77.94,78.52,77.46,78.52,1.67,10,350,351.19,348.82,350,30.01,9.9,750.03,753.54,746.52,750,5.39,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2021,2021,7,AFN,80.52,350,750,78.79,80.52,78.25,80.52,4.57,10,349.98,351.14,348.83,350,16.67,9.9,750,753.19,746.8,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2021,2021,8,AFN,86.28,350,750,81.2,86.28,80.36,86.28,12.05,10,350,351.15,348.85,350,16.67,9.9,749.95,752.95,746.96,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2021,2021,9,AFN,86.32,350,750,87.44,88.8,86.09,86.32,12.1,10,350.01,351.16,348.86,350,16.67,9.9,750,752.86,747.14,750,7.14,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2021,2021,10,AFN,90.26,350,750,86.37,90.26,84.96,90.26,17.22,10,350.02,351.16,348.87,350,0,9.9,750.06,752.84,747.28,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2021,2021,11,AFN,92.96,350,750,91.45,93.29,89.61,92.96,20.73,10,350.02,351.17,348.86,350,0,9.9,750.2,752.93,747.46,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2021,2021,12,AFN,103.84,350,750,93.91,95.78,90.71,90.71,17.8,10,349.95,351.1,348.8,350,0,9.9,750.08,752.79,747.38,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2022,2022,1,AFN,105.17,350,750,90.01,91.94,88.09,90.29,17.27,10,349.99,351.14,348.84,350,0,9.9,750.12,752.8,747.43,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2022,2022,2,AFN,92.95,350,750,90.14,91.83,88.45,89.43,16.14,10,349.94,351.09,348.79,350,0,9.9,749.87,752.54,747.2,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2022,2022,3,AFN,88.68,350,750,89.15,90.49,87.8,88.66,15.15,10,350.06,351.21,348.91,350,0,9.9,750.1,752.76,747.43,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2022,2022,4,AFN,87.67,350,750,88.41,89.38,87.43,87.67,13.86,10,349.98,351.12,348.83,350,0,9.9,750.01,752.67,747.35,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2022,2022,5,AFN,88.93,350,750,87.34,88.93,86.67,88.93,14.44,10,349.96,351.11,348.82,350,0,9.9,749.86,752.52,747.2,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2022,2022,6,AFN,89.56,350,750,89.34,90.07,88.61,89.56,14.06,10,350.06,351.2,348.91,350,0,9.9,750.04,752.69,747.38,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2022,2022,7,AFN,89.45,350,750,89.78,90.48,89.09,89.45,11.09,10,349.98,351.13,348.84,350,0,9.9,749.99,752.64,747.33,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2022,2022,8,AFN,89.75,350,750,89.42,90.05,88.79,89.75,4.02,10,350.03,351.18,348.88,350,0,9.9,750.13,752.78,747.47,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2022,2022,9,AFN,88.27,350,750,89.85,90.42,88.27,88.27,2.26,10,349.94,351.09,348.79,350,0,9.9,749.93,752.59,747.27,750,0,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2022,2022,10,AFN,87.3,338.33,715,87.8,88.55,87.04,87.3,-3.28,10,350.01,351.16,338.33,338.33,-3.33,9.9,749.95,752.6,715,715,-4.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2022,2022,11,AFN,88.54,350,700,86.97,88.54,86.2,88.54,-4.75,10,336.84,350,331.75,350,0,9.9,705.02,712.48,697.55,700,-6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2022,2022,12,AFN,88.23,350,700,88.94,89.86,88.02,88.23,-2.73,10,354.23,360.95,347.51,350,0,9.9,695.6,701.58,689.62,700,-6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2023,2023,1,AFN,89,386.21,748.28,88.14,89.05,87.23,89,-1.43,10,347.43,386.21,343.2,386.21,10.35,9.9,700.03,748.28,695.04,748.28,-0.23,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2023,2023,2,AFN,89.61,384.78,908.7,89.25,90.12,88.38,89.61,0.2,10,391.39,410.41,372.36,384.78,9.94,9.9,763.73,775.48,702.4,702.4,-6.35,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2023,2023,3,AFN,88,400,967.74,89.82,90.59,88,88,-0.75,10,375.65,386.5,364.8,385.53,10.15,9.9,689.5,704.44,674.56,676.67,-9.78,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,4/1/2023,2023,4,AFN,86.53,400,800,87.49,88.39,86.53,86.53,-1.3,10,385.51,392.97,378.05,389.82,11.38,9.9,669.27,680.85,657.68,674.82,-10.02,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,5/1/2023,2023,5,AFN,87.12,327.08,700,86.04,87.12,85.12,87.12,-2.04,10,390.22,394.91,385.54,390.88,11.68,9.9,674.26,687.32,665.07,687.32,-8.36,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,6/1/2023,2023,6,AFN,86.5,388.33,716.67,87.3,88.22,86.38,86.5,-3.42,10,390.04,394.43,387.23,394.43,12.69,9.9,691.15,716.67,683.21,716.67,-4.44,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,7/1/2023,2023,7,AFN,86.23,400,800,86.31,87.16,85.45,86.23,-3.6,10,394.62,400,391.9,400,14.29,9.9,725.81,800,717.13,800,6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,8/1/2023,2023,8,AFN,84.17,400,800,86.13,86.87,84.17,84.17,-6.22,10,399.92,402.97,396.88,400,14.29,9.9,821.78,837.06,800,800,6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,9/1/2023,2023,9,AFN,79.35,400,800,83.51,84.42,79.35,79.35,-10.11,10,398.68,400.68,396.69,400,14.29,9.9,799.93,812.79,787.06,800,6.67,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,10/1/2023,2023,10,AFN,75.56,400,800,78.3,79.54,75.56,75.56,-13.45,10,399.96,401.62,398.3,400,18.23,9.9,800.07,810.23,789.91,800,11.89,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,11/1/2023,2023,11,AFN,70.44,400,800,74.55,75.92,70.44,70.44,-20.44,10,400.02,401.45,398.59,400,14.29,9.9,800.13,808.23,792.04,800,14.29,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,12/1/2023,2023,12,AFN,69.65,400,800,69.49,70.85,68.14,69.65,-21.06,10,399.97,401.32,398.62,400,14.29,9.9,800.18,806.73,793.64,800,14.29,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,1/1/2024,2024,1,AFN,71.5,400,800,69.37,71.5,68.18,71.5,-19.66,10,399.93,401.25,398.61,400,3.57,9.9,799.93,805.32,794.54,800,6.91,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,2/1/2024,2024,2,AFN,73.84,400,800,72.11,73.84,70.86,73.84,-17.6,10,399.96,401.28,398.64,400,3.96,9.9,799.79,804.35,795.24,800,13.89,9.9
AFG,Afghanistan,Kabul,Kabul,Kabul,34.516667,69.183333,gid_345166670691833330,3/1/2024,2024,3,AFN,71.35,400,800,74.65,75.95,71.35,71.35,-18.92,10,400.14,401.47,398.81,400,3.75,9.9,800.22,804.18,796.25,800,18.23,9.9
